start_date,end_date,consolidated_power_consumption_value,updated_date,status
2021-01-10 04:30:00+01:00,2021-01-10 05:00:00+01:00,66005,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 04:00:00+01:00,2021-01-10 04:30:00+01:00,66514,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 03:30:00+01:00,2021-01-10 04:00:00+01:00,67041,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 03:00:00+01:00,2021-01-10 03:30:00+01:00,68359,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 02:30:00+01:00,2021-01-10 03:00:00+01:00,69511,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 02:00:00+01:00,2021-01-10 02:30:00+01:00,71307,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 01:30:00+01:00,2021-01-10 02:00:00+01:00,71865,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 01:00:00+01:00,2021-01-10 01:30:00+01:00,72328,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 00:30:00+01:00,2021-01-10 01:00:00+01:00,72390,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 00:00:00+01:00,2021-01-10 00:30:00+01:00,74618,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 23:30:00+01:00,2021-01-12 00:00:00+01:00,77031,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 23:00:00+01:00,2021-01-11 23:30:00+01:00,76899,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 22:30:00+01:00,2021-01-11 23:00:00+01:00,78170,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 22:00:00+01:00,2021-01-11 22:30:00+01:00,76188,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 21:30:00+01:00,2021-01-11 22:00:00+01:00,76100,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 21:00:00+01:00,2021-01-11 21:30:00+01:00,77729,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 20:30:00+01:00,2021-01-11 21:00:00+01:00,79839,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 20:00:00+01:00,2021-01-11 20:30:00+01:00,82231,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 19:30:00+01:00,2021-01-11 20:00:00+01:00,84950,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 19:00:00+01:00,2021-01-11 19:30:00+01:00,87313,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 18:30:00+01:00,2021-01-11 19:00:00+01:00,88416,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 18:00:00+01:00,2021-01-11 18:30:00+01:00,86978,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 17:30:00+01:00,2021-01-11 18:00:00+01:00,84958,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 17:00:00+01:00,2021-01-11 17:30:00+01:00,82226,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 16:30:00+01:00,2021-01-11 17:00:00+01:00,80316,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 16:00:00+01:00,2021-01-11 16:30:00+01:00,79807,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 15:30:00+01:00,2021-01-11 16:00:00+01:00,79845,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 15:00:00+01:00,2021-01-11 15:30:00+01:00,80177,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 14:30:00+01:00,2021-01-11 15:00:00+01:00,80913,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 14:00:00+01:00,2021-01-11 14:30:00+01:00,82227,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 13:30:00+01:00,2021-01-11 14:00:00+01:00,83623,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 13:00:00+01:00,2021-01-11 13:30:00+01:00,84733,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 12:30:00+01:00,2021-01-11 13:00:00+01:00,86331,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 12:00:00+01:00,2021-01-11 12:30:00+01:00,86247,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 11:30:00+01:00,2021-01-11 12:00:00+01:00,86484,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 11:00:00+01:00,2021-01-11 11:30:00+01:00,86098,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 10:30:00+01:00,2021-01-11 11:00:00+01:00,86255,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 10:00:00+01:00,2021-01-11 10:30:00+01:00,86849,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 09:30:00+01:00,2021-01-11 10:00:00+01:00,87453,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 09:00:00+01:00,2021-01-11 09:30:00+01:00,87841,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 08:30:00+01:00,2021-01-11 09:00:00+01:00,87820,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 08:00:00+01:00,2021-01-11 08:30:00+01:00,87408,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 07:30:00+01:00,2021-01-11 08:00:00+01:00,86154,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 07:00:00+01:00,2021-01-11 07:30:00+01:00,83935,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 06:30:00+01:00,2021-01-11 07:00:00+01:00,80350,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 06:00:00+01:00,2021-01-11 06:30:00+01:00,77415,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 05:30:00+01:00,2021-01-11 06:00:00+01:00,73756,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 05:00:00+01:00,2021-01-11 05:30:00+01:00,71928,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 04:30:00+01:00,2021-01-11 05:00:00+01:00,69681,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 04:00:00+01:00,2021-01-11 04:30:00+01:00,69275,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 03:30:00+01:00,2021-01-11 04:00:00+01:00,69250,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 03:00:00+01:00,2021-01-11 03:30:00+01:00,70144,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 02:30:00+01:00,2021-01-11 03:00:00+01:00,70927,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 02:00:00+01:00,2021-01-11 02:30:00+01:00,72468,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 01:30:00+01:00,2021-01-11 02:00:00+01:00,72506,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 01:00:00+01:00,2021-01-11 01:30:00+01:00,72703,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 00:30:00+01:00,2021-01-11 01:00:00+01:00,72444,2023-10-23 17:38:58+02:00,FINAL
2021-01-11 00:00:00+01:00,2021-01-11 00:30:00+01:00,74356,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 23:30:00+01:00,2021-01-13 00:00:00+01:00,71171,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 23:00:00+01:00,2021-01-12 23:30:00+01:00,71244,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 22:30:00+01:00,2021-01-12 23:00:00+01:00,72239,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 22:00:00+01:00,2021-01-12 22:30:00+01:00,70717,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 21:30:00+01:00,2021-01-12 22:00:00+01:00,70813,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 21:00:00+01:00,2021-01-12 21:30:00+01:00,72470,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 20:30:00+01:00,2021-01-12 21:00:00+01:00,74594,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 20:00:00+01:00,2021-01-12 20:30:00+01:00,76945,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 19:30:00+01:00,2021-01-12 20:00:00+01:00,79777,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 19:00:00+01:00,2021-01-12 19:30:00+01:00,82219,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 18:30:00+01:00,2021-01-12 19:00:00+01:00,83127,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 18:00:00+01:00,2021-01-12 18:30:00+01:00,82177,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 17:30:00+01:00,2021-01-12 18:00:00+01:00,80689,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 17:00:00+01:00,2021-01-12 17:30:00+01:00,78913,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 16:30:00+01:00,2021-01-12 17:00:00+01:00,77906,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 16:00:00+01:00,2021-01-12 16:30:00+01:00,77961,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 15:30:00+01:00,2021-01-12 16:00:00+01:00,78309,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 15:00:00+01:00,2021-01-12 15:30:00+01:00,78864,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 14:30:00+01:00,2021-01-12 15:00:00+01:00,79736,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 14:00:00+01:00,2021-01-12 14:30:00+01:00,81179,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 13:30:00+01:00,2021-01-12 14:00:00+01:00,82405,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 13:00:00+01:00,2021-01-12 13:30:00+01:00,83439,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 12:30:00+01:00,2021-01-12 13:00:00+01:00,84826,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 12:00:00+01:00,2021-01-12 12:30:00+01:00,85066,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 11:30:00+01:00,2021-01-12 12:00:00+01:00,84891,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 11:00:00+01:00,2021-01-12 11:30:00+01:00,84375,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 10:30:00+01:00,2021-01-12 11:00:00+01:00,84164,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 10:00:00+01:00,2021-01-12 10:30:00+01:00,84328,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 09:30:00+01:00,2021-01-12 10:00:00+01:00,84564,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 09:00:00+01:00,2021-01-12 09:30:00+01:00,84844,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 08:30:00+01:00,2021-01-12 09:00:00+01:00,84839,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 08:00:00+01:00,2021-01-12 08:30:00+01:00,84554,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 07:30:00+01:00,2021-01-12 08:00:00+01:00,83859,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 07:00:00+01:00,2021-01-12 07:30:00+01:00,81962,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 06:30:00+01:00,2021-01-12 07:00:00+01:00,78902,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 06:00:00+01:00,2021-01-12 06:30:00+01:00,76201,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 05:30:00+01:00,2021-01-12 06:00:00+01:00,72653,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 05:00:00+01:00,2021-01-12 05:30:00+01:00,71016,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 04:30:00+01:00,2021-01-12 05:00:00+01:00,69071,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 04:00:00+01:00,2021-01-12 04:30:00+01:00,68985,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 03:30:00+01:00,2021-01-12 04:00:00+01:00,69319,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 03:00:00+01:00,2021-01-12 03:30:00+01:00,70145,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 02:30:00+01:00,2021-01-12 03:00:00+01:00,71169,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 02:00:00+01:00,2021-01-12 02:30:00+01:00,72811,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 01:30:00+01:00,2021-01-12 02:00:00+01:00,73438,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 01:00:00+01:00,2021-01-12 01:30:00+01:00,73774,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 00:30:00+01:00,2021-01-12 01:00:00+01:00,73437,2023-10-23 17:38:58+02:00,FINAL
2021-01-12 00:00:00+01:00,2021-01-12 00:30:00+01:00,75345,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 23:30:00+01:00,2021-01-14 00:00:00+01:00,67680,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 23:00:00+01:00,2021-01-13 23:30:00+01:00,67854,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 22:30:00+01:00,2021-01-13 23:00:00+01:00,68771,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 22:00:00+01:00,2021-01-13 22:30:00+01:00,66820,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 21:30:00+01:00,2021-01-13 22:00:00+01:00,67000,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 21:00:00+01:00,2021-01-13 21:30:00+01:00,68588,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 20:30:00+01:00,2021-01-13 21:00:00+01:00,70356,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 20:00:00+01:00,2021-01-13 20:30:00+01:00,72591,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 19:30:00+01:00,2021-01-13 20:00:00+01:00,75575,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 19:00:00+01:00,2021-01-13 19:30:00+01:00,77665,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 18:30:00+01:00,2021-01-13 19:00:00+01:00,78849,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 18:00:00+01:00,2021-01-13 18:30:00+01:00,77456,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 17:30:00+01:00,2021-01-13 18:00:00+01:00,75825,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 17:00:00+01:00,2021-01-13 17:30:00+01:00,73650,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 16:30:00+01:00,2021-01-13 17:00:00+01:00,72280,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 16:00:00+01:00,2021-01-13 16:30:00+01:00,72458,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 15:30:00+01:00,2021-01-13 16:00:00+01:00,72583,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 15:00:00+01:00,2021-01-13 15:30:00+01:00,73018,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 14:30:00+01:00,2021-01-13 15:00:00+01:00,73845,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 14:00:00+01:00,2021-01-13 14:30:00+01:00,75205,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 13:30:00+01:00,2021-01-13 14:00:00+01:00,76168,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 13:00:00+01:00,2021-01-13 13:30:00+01:00,77140,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 12:30:00+01:00,2021-01-13 13:00:00+01:00,78456,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 12:00:00+01:00,2021-01-13 12:30:00+01:00,78591,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 11:30:00+01:00,2021-01-13 12:00:00+01:00,78589,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 11:00:00+01:00,2021-01-13 11:30:00+01:00,77865,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 10:30:00+01:00,2021-01-13 11:00:00+01:00,77420,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 10:00:00+01:00,2021-01-13 10:30:00+01:00,77542,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 09:30:00+01:00,2021-01-13 10:00:00+01:00,77872,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 09:00:00+01:00,2021-01-13 09:30:00+01:00,77795,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 08:30:00+01:00,2021-01-13 09:00:00+01:00,77666,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 08:00:00+01:00,2021-01-13 08:30:00+01:00,77408,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 07:30:00+01:00,2021-01-13 08:00:00+01:00,76301,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 07:00:00+01:00,2021-01-13 07:30:00+01:00,74358,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 06:30:00+01:00,2021-01-13 07:00:00+01:00,71204,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 06:00:00+01:00,2021-01-13 06:30:00+01:00,68820,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 05:30:00+01:00,2021-01-13 06:00:00+01:00,65558,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 05:00:00+01:00,2021-01-13 05:30:00+01:00,64030,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 04:30:00+01:00,2021-01-13 05:00:00+01:00,62207,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 04:00:00+01:00,2021-01-13 04:30:00+01:00,62200,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 03:30:00+01:00,2021-01-13 04:00:00+01:00,62384,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 03:00:00+01:00,2021-01-13 03:30:00+01:00,63365,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 02:30:00+01:00,2021-01-13 03:00:00+01:00,64379,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 02:00:00+01:00,2021-01-13 02:30:00+01:00,66029,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 01:30:00+01:00,2021-01-13 02:00:00+01:00,66498,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 01:00:00+01:00,2021-01-13 01:30:00+01:00,66856,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 00:30:00+01:00,2021-01-13 01:00:00+01:00,66900,2023-10-23 17:38:58+02:00,FINAL
2021-01-13 00:00:00+01:00,2021-01-13 00:30:00+01:00,69360,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 23:30:00+01:00,2021-01-15 00:00:00+01:00,67967,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 23:00:00+01:00,2021-01-14 23:30:00+01:00,68061,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 22:30:00+01:00,2021-01-14 23:00:00+01:00,68834,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 22:00:00+01:00,2021-01-14 22:30:00+01:00,66700,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 21:30:00+01:00,2021-01-14 22:00:00+01:00,66410,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 21:00:00+01:00,2021-01-14 21:30:00+01:00,67925,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 20:30:00+01:00,2021-01-14 21:00:00+01:00,69788,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 20:00:00+01:00,2021-01-14 20:30:00+01:00,71980,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 19:30:00+01:00,2021-01-14 20:00:00+01:00,74489,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 19:00:00+01:00,2021-01-14 19:30:00+01:00,76601,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 18:30:00+01:00,2021-01-14 19:00:00+01:00,77434,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 18:00:00+01:00,2021-01-14 18:30:00+01:00,75608,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 17:30:00+01:00,2021-01-14 18:00:00+01:00,74504,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 17:00:00+01:00,2021-01-14 17:30:00+01:00,72141,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 16:30:00+01:00,2021-01-14 17:00:00+01:00,70898,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 16:00:00+01:00,2021-01-14 16:30:00+01:00,70447,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 15:30:00+01:00,2021-01-14 16:00:00+01:00,70915,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 15:00:00+01:00,2021-01-14 15:30:00+01:00,71377,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 14:30:00+01:00,2021-01-14 15:00:00+01:00,71908,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 14:00:00+01:00,2021-01-14 14:30:00+01:00,73151,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 13:30:00+01:00,2021-01-14 14:00:00+01:00,74189,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 13:00:00+01:00,2021-01-14 13:30:00+01:00,75230,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 12:30:00+01:00,2021-01-14 13:00:00+01:00,76382,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 12:00:00+01:00,2021-01-14 12:30:00+01:00,76215,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 11:30:00+01:00,2021-01-14 12:00:00+01:00,76207,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 11:00:00+01:00,2021-01-14 11:30:00+01:00,75179,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 10:30:00+01:00,2021-01-14 11:00:00+01:00,74662,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 10:00:00+01:00,2021-01-14 10:30:00+01:00,74643,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 09:30:00+01:00,2021-01-14 10:00:00+01:00,74919,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 09:00:00+01:00,2021-01-14 09:30:00+01:00,75320,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 08:30:00+01:00,2021-01-14 09:00:00+01:00,75516,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 08:00:00+01:00,2021-01-14 08:30:00+01:00,75115,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 07:30:00+01:00,2021-01-14 08:00:00+01:00,74315,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 07:00:00+01:00,2021-01-14 07:30:00+01:00,72408,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 06:30:00+01:00,2021-01-14 07:00:00+01:00,69172,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 06:00:00+01:00,2021-01-14 06:30:00+01:00,66269,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 05:30:00+01:00,2021-01-14 06:00:00+01:00,62587,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 05:00:00+01:00,2021-01-14 05:30:00+01:00,60948,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 04:30:00+01:00,2021-01-14 05:00:00+01:00,59035,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 04:00:00+01:00,2021-01-14 04:30:00+01:00,58886,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 03:30:00+01:00,2021-01-14 04:00:00+01:00,59227,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 03:00:00+01:00,2021-01-14 03:30:00+01:00,60205,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 02:30:00+01:00,2021-01-14 03:00:00+01:00,61146,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 02:00:00+01:00,2021-01-14 02:30:00+01:00,62812,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 01:30:00+01:00,2021-01-14 02:00:00+01:00,63366,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 01:00:00+01:00,2021-01-14 01:30:00+01:00,63849,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 00:30:00+01:00,2021-01-14 01:00:00+01:00,64011,2023-10-23 17:38:58+02:00,FINAL
2021-01-14 00:00:00+01:00,2021-01-14 00:30:00+01:00,66094,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 23:30:00+01:00,2021-01-16 00:00:00+01:00,72893,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 23:00:00+01:00,2021-01-15 23:30:00+01:00,72889,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 22:30:00+01:00,2021-01-15 23:00:00+01:00,73639,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 22:00:00+01:00,2021-01-15 22:30:00+01:00,71371,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 21:30:00+01:00,2021-01-15 22:00:00+01:00,71050,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 21:00:00+01:00,2021-01-15 21:30:00+01:00,72424,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 20:30:00+01:00,2021-01-15 21:00:00+01:00,73848,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 20:00:00+01:00,2021-01-15 20:30:00+01:00,76014,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 19:30:00+01:00,2021-01-15 20:00:00+01:00,78416,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 19:00:00+01:00,2021-01-15 19:30:00+01:00,79773,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 18:30:00+01:00,2021-01-15 19:00:00+01:00,80024,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 18:00:00+01:00,2021-01-15 18:30:00+01:00,78886,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 17:30:00+01:00,2021-01-15 18:00:00+01:00,77497,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 17:00:00+01:00,2021-01-15 17:30:00+01:00,74822,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 16:30:00+01:00,2021-01-15 17:00:00+01:00,72825,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 16:00:00+01:00,2021-01-15 16:30:00+01:00,72370,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 15:30:00+01:00,2021-01-15 16:00:00+01:00,72465,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 15:00:00+01:00,2021-01-15 15:30:00+01:00,72988,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 14:30:00+01:00,2021-01-15 15:00:00+01:00,73669,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 14:00:00+01:00,2021-01-15 14:30:00+01:00,74744,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 13:30:00+01:00,2021-01-15 14:00:00+01:00,75745,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 13:00:00+01:00,2021-01-15 13:30:00+01:00,76794,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 12:30:00+01:00,2021-01-15 13:00:00+01:00,78291,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 12:00:00+01:00,2021-01-15 12:30:00+01:00,78440,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 11:30:00+01:00,2021-01-15 12:00:00+01:00,78456,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 11:00:00+01:00,2021-01-15 11:30:00+01:00,78259,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 10:30:00+01:00,2021-01-15 11:00:00+01:00,77776,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 10:00:00+01:00,2021-01-15 10:30:00+01:00,78414,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 09:30:00+01:00,2021-01-15 10:00:00+01:00,78269,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 09:00:00+01:00,2021-01-15 09:30:00+01:00,78379,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 08:30:00+01:00,2021-01-15 09:00:00+01:00,77989,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 08:00:00+01:00,2021-01-15 08:30:00+01:00,77581,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 07:30:00+01:00,2021-01-15 08:00:00+01:00,76660,2023-10-23 17:38:58+02:00,FINAL
2021-01-15 07:00:00+01:00,2021-01-15 07:30:00+01:00,74584,2023-10-23 17:38:58+02:00,FINAL
